asap_sas,mohler,scientsbank
"{'agreement_mode': 'within_tolerance', 'tolerance': 1.0, 'mean_agreement': 0.940548556836341, 'best_model_agreement': 0.9825131151636273, 'worst_model_agreement': 0.867349487884087, 'n_questions': 10, 'gold_fraction': 0.8142857142857143, 'n_items': 12009}","{'agreement_mode': 'within_tolerance', 'tolerance': 1.0, 'mean_agreement': 0.4387309387309387, 'best_model_agreement': 0.7706797706797707, 'worst_model_agreement': 0.030303030303030304, 'n_questions': 87, 'gold_fraction': 0.06732348111658457, 'n_items': 2442}","{'agreement_mode': 'exact', 'tolerance': None, 'mean_agreement': 0.1421122688245976, 'best_model_agreement': 0.29007774898185856, 'worst_model_agreement': 0.06599407626804887, 'n_questions': 196, 'gold_fraction': 0.0, 'n_items': 10804}"
